1: 能不能增加点有意思的副本或者活动，好多节日连个活动都没有，时间久了会腻的
12372: 连招爽，暴击多。

12373: 非常好，没有摊位，交易不了，力顶给五星，超有英雄感！超赞

12374: 《天龙八部3D》采用2.5D锁定视角和全33D唯美写实的美术风格，野外风景秀丽，技能华丽展现，无无论是青山绿水，还是闹市街区都总有一种强烈的代入感，将玩家很好的带入到不一样的武侠世界，更好的融入到游戏，体会到独特的游戏体验。

12375: 现在游戏很多，都不知道玩好个好了，感觉这游戏还可以。

12376: 这游戏能自创门派，好帅！！

12377: 很好玩，是我玩过游戏中最后玩的

12378: 画面感不错，挺喜欢这个游戏的。

12379: 3D画面做的很精细啊～玩着都不卡呢

12380: 我是偷妈妈手机来玩的，呵呵，太上瘾了，被老妈发现，没收手机，唉。

12381: 真特么的好玩，力顶啊

12382: 这个游戏不错！值得推荐！好玩！

12383: 不错，很省流量

12384: 不错很好玩

12385: 感觉天龙挺好玩的，休闲娱乐不错的选择。

12386: 五星，很好玩，不用花钱也能玩

12387: 怎一个爽字了得，击打感强，多来点礼包吧

12388: 画面在变化游戏的任务也跟着出现，每一个任务都很有意思。

12389: 不过过，建议大家玩。不过希望可以该个交易系统就更爽了

12390: 下载完.画面看起来不错！

12391: 开服比内测优化了不少

12392: 五星！玩的时间最长的手游……

12393: 画面好细腻。还行。

12394: 天龙八部是金庸的力作，对于那些金庸迷们又可以在游戏里找到金庸小说的感觉。

12395: 爱生活，爱天龙一直在电脑上玩天龙，有了手游当然要接着玩了。

12396: 金庸的作品，我当然要玩了。

12397: 很喜欢这游戏

12398: 为什么登陆不了服务器

12399: 总体体体来说还是挺好玩的

12400: 经典，很好玩，故事不错，赞

12401: 挺剌激.游戏速度好棒！还可以切换视角模式

12402: 力荐，这是一款很好的游戏

12403: 最喜欢那里的小情趣，打任务烦了，玩一玩很有意思。

12404: 设计的很合理啊。

12405: 游戏好玩不好玩，最主要是看游戏的剧情，这款游戏与原著好贴近。

12406: 值得玩一玩

12407: 还不错，挺喜欢的

12408: :游戏还是很好玩的！就是太费电了，又不能一边充电一边玩，否则手机发热运行不了！有些道具很难得到

12409: 任务多种多样，给玩家带来了不同的乐趣。

12410: 打击感还是蛮不错的，剧情还原度也很高

12411: 游戏风格什么的好喜欢。

12412: 现在那么多大礼，不玩白不玩。

12413: 喜欢那种强烈的打击感

12414: 上限，上限，大中午的就达到上限，你妹的，开的双倍活动有个毛意义，差评，什么鸡巴玩意儿

12415: 技能啦超炫

12416: 太好玩了，我都有很多东西了

12417: 喜欢美女，正有美女系统，好爽。

12418: 不删档内测，让就我玩爽了。

12419: 畅快的连招，绚丽的画面，玩游戏就是要人玩的爽，而不是被游戏玩的爽！！！

12420: 因为小说而爱屋及乌！

12421: 昨天玩了一天，眼睛都痛了，

12422: 人物各有各个的个性。

12423: 还好，画面很好，不过角色有点少

12424: 场面好酷，呵呵

12425: 画面很漂亮，人物也是

12426: :游戏很好玩，剧情和效果都不错，运行也流畅，看看安卓的运行怎么样吧。

12427: 我虽然不常玩游戏，但是手游也玩了不少了，就这款手游，别的不说，单单说画面，那绝对是美的说，中国风的整体画风，

12428: 排队就垃圾了，你个大SB。排队说明游戏好玩。玩的人多。是不是排队去买东西。就说明那家人的东西差啊。SB

12429: 玩一玩，打发打发时间，

12430: 可建立师门、开宗立派，自创门户武功，率领一众跟随你的兄弟一统江湖!是不是热血沸腾！是不是从此不再蛋疼！相当掌门大人的走起了！！

12431: 敢说他不好的人我揍他O∩_∩O哈哈
真的很好太怀念了

12432: 支持支持这么好的游戏，我当然要支持了

12433: 要啦个基友一起玩！！哈哈哈

12434: 相当不错，祝福下，多添加些互动玩法！

12435: 给游戏点赞。

12436: 端游《天龙八部3》的活动移植到了手游里，玲珑棋局、华山论剑都有，让人有一种继续玩端游的感觉。

12437: 很好玩呢，打发时间必备神器

12438: 挺好玩的一款游戏

12439: 垃圾游戏，别的充值平台都是四折你他妈还最少七折，首充才六折，想真想玩这游戏就去玩多酷平台和九幽平台，不然玩家们会后悔的，充值都比别人贵一般坑人。

12440: 手机游戏里算不错的了。

12441: 新手好上手，跟着提示就行了。

12442: 虽然不是天龙迷。可是我已经喜欢上了这款游戏。

12443: 绝对牛掰，和电脑一样，支持完美

12444: 天龙最吸引我的一点是全面设置总体不错！

12445: 3d效果很漂亮，顶一个

12446: 《天龙八部3D》最吸引我的是精美细腻的画面

12447: 可以玩玩看。

12448: 非常好玩，可以说是我下过手游里最好的一个了！大家可以玩一下，推荐！！！！

12449: 好玩，太好玩了啊！力荐！我一分钱没冲，现在40多级，许多rmb玩家都没我厉害！

12450: 我就进去了，没毛病啊，是不是你们手机问题

12451: 好不错的游戏点个赞5★

12452: 超级好玩的游戏

12453: 超棒啊！！！！

12454: 果断的赞一个。

12455: 说真心话，这确实是我玩过的一款比较好玩的游戏，

12456: 平民玩家也能牛逼起来

12457: 昨天玩了一天，饭都不顾上，今天起不来了。

12458: 我不管别人，反正我感觉很好玩。玩这么长时间了端游的，手游当然接着玩了。

12459: 在打怪与与与做任务的同时还有生活的情节，避免了游戏的的单调。

12460: 丰富的剧情，古色古香的音效。配合着美丽的画面。。柔美舒适，把我们带进了金庸的武侠世界。

12461: 还挺不错的的

12462: 我妈昨天下载这个游戏玩的high的很，还让我给她充值无语了

12463: "good这游戏是我玩这么多里面目前觉得最赞的一款这是我玩的最好玩的手游，也是我第一个充钱的手游！"""

12464: 很好玩，画面美

12465: 多连击，真快感！天龙啥也不多说，五星！

12466: 游戏很棒，希望大家都来玩，给五星，祝游戏大卖

12467: 游戏画面制作精良，战斗特效炫酷

12468: 真的很不错啊！不过对手机配置要求挺高的

12469: 感觉很不错，手游做到这个可以给赞！

12470: 玩得挺爽的，最重要的是画风好

12471: 为什么坐骑，时装都不加属性啊？那不是买时装，坐骑都没用了？

12472: 目前我玩过玩法最丰富，最后贴近电脑网游的游戏！不错顶一个！

12473: 爱看小说，当然要玩这游戏了。

12474: 游戏很不错 好玩。就是太耗电，很费流量。力挺下

12475: 绝对的五星，天龙绝对是目前手游里最值得玩的一款在线游戏了，很感谢畅游给我们带来一款这么棒的游戏。

12476: 一上去还没玩到3分钟就闪退

12477: 昨天玩了会，，，天龙手游与端端游很相似，，，很好好上手，以后没事的时候会玩会的。

12478: 为什么要等你们自己进去看看，这游戏人满为患了！不解释，有没有人一起去新区玩的？？

12479: 昨天还玩好好的…今天就老闪退？？搞毛

12480: 我去，进去要排队，而且那么久。

12481: 垃圾游戏 还得排队 一星评论秒删？ 还是根本评论不上？  没得说了都

12482: 为毛玩个手机游戏都得排队  服务器就这么难搞吗

12483: 卧槽今天360版的登不上了360看错你了你真特么垃圾一会我连360杀毒都卸载麻痹的

12484: 畅游就是个坑，坑你没商量！！！！

12485: 刷频的太多，根本没法聊天

12486: 还行吧。

12487: 刷屏广告真多，不好组队

12488: 怎么不能自动回蓝？

12489: 好玩…

12490: 看画面很好看，才开始玩的。给好评吧！

12491: 以前玩天龙端游 ，现在当然要接着玩 了，

12492: 金庸的最正宗的游戏，独家拥有金庸的版权。

12493: 剧情精彩！吸引人！人物有个性！喜欢！

12494: "good这游戏是我玩这么多里面目前觉得最赞的一款
这是我玩的最好玩的手游，也是我第一个充钱的手游！ """

12495: 游戏画面制作精良，战斗特效炫酷

12496: 精心打造的游戏，总是要精雕细琢，这样我们玩家玩起来才会爽，不像某些游戏仓促上阵，然后就是毛病不断，好饭不怕晚。

12497: 支持支持这么好的游戏，我当然要支持了

12498: 祝天龙玩家多多，像小苹果一样红红火火，开创手游新高！

12499: 太好玩了！！！O(∩_∩)O

12500: 这样的游戏根本不需要打广告，最好的手游。

12501: 5星,太好玩了,好玩到我妈训我

12502: 正如我想像的天龙手游好玩，真好玩。

12503: 绝对牛掰，和电脑一样，支持完美

12504: 昨天玩了会，天龙手游与端游很相似，很好上手，以后没事的时候会玩会的。

12505: 这个游戏不错！值得推荐！好玩！

12506: 还可以吧，手游都差不多，不过画面不错，

12507: 同学介绍让我玩下试试，真的不错

12508: 挺不错的游戏，5星好评！

12509: 嘿嘿天龙里有，嘿嘿

12510: 五星好评，游戏不错啊

12511: 等这么长时间 ，终于等到他开测，我要疯狂的玩。

12512: 小米3完美闪退

12513: 这游戏不错，麻烦开新区的时间谢谢介绍下！

12514: 哦，这游戏里面的场景做很炫。

12515: 你它妈的太好玩了！！！

12516: 爽！！！！超赞~~~~

12517: 好游戏啊 画面也很好 打击感也强

12518: 我就是喜欢那种强烈的打击感

12519: 我是新手，呵不知道到时候好不好操作。

12520: 个人感觉还不错，场景大，和pc端网游有那么些相似

12521: 昨天玩了会，有好多特色的玩法，好吸引人。

12522: 比以往的游戏有特色

12523: 游戏真心的不错，玩过都知道，操作性很简洁，画面很大气！

12524: 经典，很好玩，故事不错，赞

12525: 不错，是我玩过最好玩的手游了

12526: 经典游戏真好玩，一天不玩愁要玩。

12527: 很有中国风，特别是那泼墨风格的画风，不错

12528: 人物各有各个的个性。

12529: :我特别推荐这个游戏。可能一个人老无聊了，一旦玩起来像我这样的人都喜欢上玩了！╮(╯▽╰)╭

12530: 玩了几天感觉属于游戏当中算 很不错的了。电视剧看完玩手游 ，相对目前手游 来说以武侠题材塑造手游 ，真心不错。

12531: 我虽然不常玩游戏，但是手游也玩了不少了，就这款手游，别的不说，单单说画面，那绝对是美的说，中国风的整体画风，

12532: 玩了几天了，对这款游戏有了初步的认识。

12533: 清新的画面，以及不错的打击感，特别是逍遥这个职业，我特别喜欢，作为一个萝莉控，感觉不玩这游戏。简直对不起我大叔这个称号

12534: 挺好玩的。

12535: 草，评论不了吗？

12536: 登录不上，再好的游戏也是垃圾。还是时空猎人好，

12537: 剧情画面声效各个方面都做的很出色。

12538: :游戏很好玩，剧情和效果都不错，运行也流畅，看看安卓的运行怎么样吧。

12539: 守魂夺魂，不亦乐乎啊~~

12540: 金庸的作品，我当然要玩了。

12541: 冲着天龙这个名字来的，好玩。

12542: 总体来说还是挺好玩的

12543: 喜欢技能强大，人物场景刻画细腻完美。

12544: 目前我玩过玩法最丰富，最后贴近电脑网游的游戏！ 不错 顶一个！

12545: 在打怪与做任务的同时还有生活的情节，避免了游戏的单调。

12546: 不删档内测，让就我玩爽了。

12547: 不错不错、力挺、给个5星、飘过~~~~~

12548: 金庸的最正宗的游戏，畅游独家拥有天龙八部的产权。

12549: 今天抢到好多礼包，感觉好爽。

12550: 好玩！爽死了！从上午一直玩到现在了。

12551: 非常好，没有摊位，交易不了，力顶给五星，超有英雄感！超赞

12552: 《天龙八部3D》不管是其炫酷的技能还是精致的画面又或是其副本都堪称佳作！

12553: 玩的都有点停不下来了～哦do开

12554: 我喜欢的理由是。有打击感。画面清晰。操作简单。是天龙八部的忠诚玩家！

12555: 端游的天龙八部很好好，这款手游继承了天龙八部的辉煌。
